::1 - - [27/Oct/2021:14:47:26 +0300] "GET //webgis//index.php HTTP/1.1" 200 1221
::1 - - [27/Oct/2021:14:47:29 +0300] "GET /webgis/assets/css/main.css HTTP/1.1" 200 1575
::1 - - [27/Oct/2021:14:47:29 +0300] "GET /webgis/assets/js/jquery/ui-1.11.4/jquery-ui.min.css HTTP/1.1" 200 7343
::1 - - [27/Oct/2021:14:47:29 +0300] "GET /webgis/assets/css/view.css HTTP/1.1" 200 671
::1 - - [27/Oct/2021:14:47:29 +0300] "GET /webgis/assets/css/bootstrap.css HTTP/1.1" 200 18355
::1 - - [27/Oct/2021:14:47:29 +0300] "GET /webgis/assets/css/media.css HTTP/1.1" 200 2272
::1 - - [27/Oct/2021:14:47:29 +0300] "GET /webgis/themes/default/css/view.css HTTP/1.1" 200 100
::1 - - [27/Oct/2021:14:47:29 +0300] "GET /webgis/themes/default/css/main.css HTTP/1.1" 200 584
::1 - - [27/Oct/2021:14:47:29 +0300] "GET /webgis/assets/css/bootstrap-responsive.css HTTP/1.1" 200 4239
::1 - - [27/Oct/2021:14:47:29 +0300] "GET /webgis/themes/default/css/media.css HTTP/1.1" 200 633
::1 - - [27/Oct/2021:14:47:29 +0300] "GET /webgis/assets/js/jquery/jquery-migrate-3.3.1.min.js HTTP/1.1" 200 4185
::1 - - [27/Oct/2021:14:47:29 +0300] "GET /webgis/assets/js/view.js HTTP/1.1" 200 2758
::1 - - [27/Oct/2021:14:47:29 +0300] "GET /webgis/assets/js/bootstrap.js HTTP/1.1" 200 11288
::1 - - [27/Oct/2021:14:47:29 +0300] "GET /webgis/assets/js/jquery/jquery-3.5.1.min.js HTTP/1.1" 200 30910
::1 - - [27/Oct/2021:14:47:30 +0300] "GET /webgis/themes/default/css/img/logo_footer.png HTTP/1.1" 200 1014
::1 - - [27/Oct/2021:14:47:29 +0300] "GET /webgis/assets/js/jquery/ui-1.11.4/jquery-ui.min.js HTTP/1.1" 200 63879
::1 - - [27/Oct/2021:14:47:30 +0300] "GET /webgis/themes/default/css/img/logo.png HTTP/1.1" 200 3215
::1 - - [27/Oct/2021:14:47:30 +0300] "GET /webgis/themes/default/css/images/sprite_20_tools.png HTTP/1.1" 200 13851
::1 - - [27/Oct/2021:14:47:30 +0300] "GET /webgis/themes/default/css/img/header-background-medium.jpg HTTP/1.1" 200 6732
::1 - - [27/Oct/2021:14:47:30 +0300] "GET /webgis/assets/favicon/manifest.json HTTP/1.1" 200 216
::1 - - [27/Oct/2021:14:47:30 +0300] "GET /webgis/assets/favicon/favicon.ico HTTP/1.1" 200 874
::1 - - [27/Oct/2021:14:47:31 +0300] "GET /webgis/assets/favicon/favicon-32x32.png HTTP/1.1" 200 3007
::1 - - [27/Oct/2021:14:47:47 +0300] "GET /webgis/index.php HTTP/1.1" 200 1221
::1 - - [27/Oct/2021:14:47:55 +0300] "GET /webgis/admin.php HTTP/1.1" 303 -
::1 - - [27/Oct/2021:14:47:56 +0300] "GET /webgis/admin.php/auth/login/?auth_url_return=%2Fwebgis%2Fadmin.php%2Fmaster_admin%2F%3Fauth_url_return%3D%252Fwebgis%252Fadmin.php%252Fmaster_admin%252F HTTP/1.1" 200 1914
::1 - - [27/Oct/2021:14:47:59 +0300] "GET /webgis/assets/jelix/design/jform.css HTTP/1.1" 200 519
::1 - - [27/Oct/2021:14:47:59 +0300] "GET /webgis/themes/default/css/admin.css HTTP/1.1" 200 163
::1 - - [27/Oct/2021:14:47:59 +0300] "GET /webgis/assets/css/admin.css HTTP/1.1" 200 548
::1 - - [27/Oct/2021:14:47:59 +0300] "GET /webgis/assets/jelix//jquery/include/jquery.include.js HTTP/1.1" 200 1067
::1 - - [27/Oct/2021:14:47:59 +0300] "GET /webgis/assets/jelix/js/jforms_jquery.js HTTP/1.1" 200 4654
::1 - - [27/Oct/2021:14:48:08 +0300] "POST /webgis/admin.php/auth/login/in HTTP/1.1" 303 -
::1 - - [27/Oct/2021:14:48:08 +0300] "GET /webgis/admin.php/auth/login/?auth_url_return=%2Fwebgis%2Fadmin.php%2Fmaster_admin%2F%3Fauth_url_return%3D%252Fwebgis%252Fadmin.php%252Fmaster_admin%252F HTTP/1.1" 200 1986
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/admin.php/auth/login/?auth_url_return=%2Fwebgis%2Fadmin.php%2Fmaster_admin%2F%3Fauth_url_return%3D%252Fwebgis%252Fadmin.php%252Fmaster_admin%252F HTTP/1.1" 200 1913
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/assets/js/jquery/ui-1.11.4/jquery-ui.min.css HTTP/1.1" 200 7343
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/assets/css/admin.css HTTP/1.1" 200 548
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/assets/css/bootstrap-responsive.css HTTP/1.1" 200 4239
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/assets/jelix/design/jform.css HTTP/1.1" 200 519
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/assets/css/media.css HTTP/1.1" 200 2272
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/themes/default/css/main.css HTTP/1.1" 200 584
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/assets/css/main.css HTTP/1.1" 200 1575
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/assets/css/bootstrap.css HTTP/1.1" 200 18355
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/themes/default/css/admin.css HTTP/1.1" 200 163
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/themes/default/css/media.css HTTP/1.1" 200 633
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/assets/jelix//jquery/include/jquery.include.js HTTP/1.1" 200 1067
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/assets/jelix/js/jforms_jquery.js HTTP/1.1" 200 4654
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/assets/js/jquery/jquery-3.5.1.min.js HTTP/1.1" 200 30910
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/assets/js/jquery/ui-1.11.4/jquery-ui.min.js HTTP/1.1" 200 63879
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/assets/js/bootstrap.js HTTP/1.1" 200 11288
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/themes/default/css/img/logo_footer.png HTTP/1.1" 200 1014
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/themes/default/css/img/header-background-medium.jpg HTTP/1.1" 200 6732
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/themes/default/css/img/logo.png HTTP/1.1" 200 3215
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/themes/default/css/images/sprite_20_tools.png HTTP/1.1" 200 13851
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/assets/favicon/manifest.json HTTP/1.1" 200 216
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/assets/favicon/favicon.ico HTTP/1.1" 200 874
::1 - - [27/Oct/2021:14:51:11 +0300] "GET /webgis/assets/favicon/favicon-32x32.png HTTP/1.1" 200 3007
::1 - - [27/Oct/2021:14:51:18 +0300] "POST /webgis/admin.php/auth/login/in HTTP/1.1" 303 -
::1 - - [27/Oct/2021:14:51:18 +0300] "GET /webgis/admin.php/auth/login/?auth_url_return=%2Fwebgis%2Fadmin.php%2Fmaster_admin%2F%3Fauth_url_return%3D%252Fwebgis%252Fadmin.php%252Fmaster_admin%252F HTTP/1.1" 200 1985
::1 - - [27/Oct/2021:14:51:55 +0300] "GET /webgis/index.php/view/ HTTP/1.1" 200 1221
::1 - - [27/Oct/2021:14:51:55 +0300] "GET /webgis/themes/default/css/view.css HTTP/1.1" 200 100
::1 - - [27/Oct/2021:14:51:55 +0300] "GET /webgis/assets/js/view.js HTTP/1.1" 200 2758
::1 - - [27/Oct/2021:14:51:55 +0300] "GET /webgis/assets/js/jquery/jquery-migrate-3.3.1.min.js HTTP/1.1" 200 4185
::1 - - [27/Oct/2021:14:51:55 +0300] "GET /webgis/assets/css/view.css HTTP/1.1" 200 671
